תתעודדו ! לפחות תקבלו לגליזציה !	0.0
אם הייתה כבר לגליזציה ה סגר ה זה היה עובד ל אתם הרבה יותר טוב .	0.0
ה מרכז ל בקרת תחלואה בארה ב CDC מזהיר חולים מוחלשי חיסון מפני ה סכנות ש ב צריכת קנאביס עם עובש . נתונים חדשים ש הוא מפרסם מראים מדוע חשוב ש חולים אלו יצרכו רק קנאביס רפואי מפוקח , ש ריכוזי ה עובשים ב הוא נבדקו ב ה מעבדה ו עומדים ב רף מחמיר . פרטים	0.0
לבנון עשתה לגליזציה של גידול קנאביס לפני אנחנו . אני חוזר , לבנון השיגו את אנחנו .	0.0
אוגרים קנאביס לקראת הסגר עלייה ב מכירות ב טלגרם	0.0
קנאביס ב ה מרשם רופא , שיווק ישיר מ ה מפעל ל ה מטופל , סבסוד קנאביס ל ה מטופלים , ייצוא לחו ל , גידולי חוץ , סיבידי ו קנבינואידים נוספים חוקיים , העברת תחום ה טיפול ב קנאביס מ ה יק ר ל הסתדרות ה רופאים ו עוד נחשפה ה תכנית ל תיקון ה רפורמה . כל ה פרטים	0.0
אני ה יחיד ש נשאר ל הוא את ה דברים ה שחורים ה אלה ב סוף ה עישון ? ה קססה ה זו ש מצד אחד לא לגמרי שרופה אבל מ צד שני לא ממש חדשה ? ב ואו תשמעו רגע מה עושים עם זה AVB ו ייפ קנאביס ו ויד ירוק ו ויד	0.0
לגליזציה ב ישראל ב ה שנתיים ה קרובות	0.0
קנאביס חזק יותר לא בהכרח גם טוב יותר , אבל כן מדובר ב מדד מעניין ש הופך ב כל ה עולם ל ה תחרות מי ייצר זן חזק יותר . ל חנויות בישראל הגיע היום ה זן ה חזק ביותר ב ישראל , ו ב ה רשימה כאן זנים חזקים נוספים . תמונות ו פרטים	0.0
N חוקרים מ רמב ם קנאביס עשוי לסייע ל חולים קשים ב ה קורונה	0.0
רק גראס מחכה ל היות חוקי , הוא פותר כל בעיה רפואית , חברות ה תרופות יכולות לסגור את ה מפעלים של הם , זאת מתנה ש קיבלנו מ אלוהים , היא ש לנו , גם על ה צמח ה נדיב ה זה , מנסים להשתלט , תנו ל הוא לצמוח ב ה שקט	0.0
ל ה יצמן ה יקר . נראה ל אני ש זה בדיוק ה זמן להנפיק רשיונות קנאביס רפואי ל ה כולם .	0.0
זה אבסורד ש ביבי מואשם ב סיקור אוהד .. הוא ה אדם הכי מושמץ ב תקשורת ב ישראל אי פעם . זה כמו ש יאשימו את אני ש אני לא אוהב קנאביס טמטום נוסח ישראל	0.0
ב רגעים קשים אלו אני שמח ש קיים קבינט פיוס ש יוריד את ה להבות ו ימנע מלחמת אזרחים . אני גם שמח על כך ש ביבי ה בטיח לגליזציה של קנאביס מה ש יאפשר ל ה כולם ל היות טיפה יותר רגועים .	0.0
... סיום ה סכם ל ה מכ קנאביס בין תקונ ו פנאק , יאפשר ל ה תקונ לייעד שטחי גידול נוספים ל זני תיקון עולם TKUN...	0.0
הכי אהבתי את ה פוטושופ של בנין ה עיריה מואר כ דגל לבנון כש ה עץ מוחלף ב הוא ב עלה קנאביס כאילו זה אמור להעליב את אנחנו קנאביס	0.0
אגב אורלי לוי קיבלה עכשיו את ה רשות ל מלחמה ב ה סמים , כ חלק מ ה סמכויות של היא ב ה משרד ל חיזוק קהילתי , אולי היא תעשה לגליזציה חחחחחחחחחחחחחחחחחחחחחח	0.0
ה מחאה גוברת , לכן אין ספק ש בקרוב שוב נשמע על לגליזציה . עמי , ה אזרח ה קטן אני	0.0
אין אפילו סיבה אחת הגיונית לא לאשר עכשיו קנאביס רפואי ל ה כולם	0.0
היום ב ה שוק ה כרמל . נותנים כבוד . מזהים את אני ו מדברים .... הצטרפו חברים ש הכרתי ב מחאת ה עצמאים ו נפגעי קנאביס . קצת שינוי מ מה ש הרגשתי אמש ב כנסת עם ה מחנה ש לנו ... אני ב הלם . הרבה יותר אנשים עוצרים מ רצונם ו מזדהים . ה דגליםהשחוריםיחידיםחוזהחדש	0.0
אי הפללת צרכני קנביס . כבר יש תוצאות ב ה שטח	0.0
לגליזציה תחילה . ו אז ש יעשו ריבונות ו יקימו את ה מסעדה ל כל ה כל יכול מלבד להכין ל עצמו לאכול מצד אני .	0.0
ה חיפאים לא יודעים מה טוב , בתור חולת סרטן רק ל אני יש זכויות מינימליות ב ה מדינה , זה ה פתרון . תעשו כולם סרטן ו ילד לבד , ב יחד זה כמעט שכר מינימום מ בטל . כולם צריכים . ו כמובן קנאביס עד ה בית . בואו נשווה זכויות סרטן ל כל !	0.0
פייסבוק הזכיר ל אני ש אתמול לפני שנים הייתי ב אולימפיקו ב גמר גביע מילאן יובנטוס יושבת בקורבה בין אוהדי מילאן בתוך עננת גראס . איזה ערב נפלא . pic.twitter.com v RYxYimrq	0.0
לפחות תהיה לגליזציה של קנאביס . ביבי ה בטיח	0.0
משהו ש אי אפשר לחכות עם זה עד ה בוקר . מה עם שר ל ענייני לגליזציה ?	0.0
איזה עולם נפלא ש יותר קל להשיג קנאביס מביצים	0.0
שמן זרעי ענבים נוגדי חמצון , נוגדי דלקתיות , מעכבים הצטברות עודפת של טסיות דם , אנטי מיקרוביאלים ו מעכבי תהליכי הזדקנות זרעי ענבים דרך שמן קנאביס	0.0
אם כבר מדברים על לעשות לגליזציה ב אילת , למה לא גם ב קריית שממה ? ככה גם נוריד את כמות ה אבטלה ה סמויה של בלשים ב ה איזור ש יתעסקו ב גניבות חקלאיות של טובאנים ו לא ב להציק ל ה סטודנטים של תל חי ש ירדו לעשות שכטה ב ה נחל .	0.0
זכורה ל אני איזו הבטחת בחירות לגבי לגליזציה של קנאביס או ש אני מחוקה מ ה סמים ו הזיתי ?	0.0
גלעד ארדן עוזב את ה כנסת ו לא יהיה שר ב ה ממשלה ה באה . ב ה רוך ש פטרנו . ה צד ה בא לגליזציה של סמים קלים	0.0
שנים ש אנחנו מנסים להגיע אל הוא ו ה סאחי ה זה מארגן את הוא שיחה ב דקות . עולם אכזר Herzog תארגן משהו ב ה חייך	0.0
ה לוואי ש יגלו ש מה ש מונע מרפא קורונה זה גראס	0.0
פתאום נתקפתי כעס ו חוסר סבלנות נוראים ללא טריגר . מזל ש יש קנביס ש יווסת את אני כמו כן אני מעשן	0.0
שרים ו אפילו לא אחד ל ענייני לגליזציה . שתפו שכולם יראו את ה צביעות !	0.0
אמא של אני מה ה בעיה ב ה נענע ? זה עלים ירוקים זה טוב . אני ב תגובה גם גראס זה עלים ירוקים ו טוב מצפה מ אמא של אני לצעוק על אני או משהו אמא של אני פאקינג צוחקת	0.0
סובלים מ כאבים ? מה ה בעיה ?! מריחואנה , ל ה חיים ללא כאבים . פרסומת ב ה עולם מתוקן	0.0
נתניהו הודיע ל יו ר הכנסת ב כוונתי למנות את פייגלין ל שר כלכלי , את ברקת ל שר ה אוצר , את גדי יברקן ל שר ה קליטה , להחיל ריבונות ביו ש ו בקעת ה ירדן , לעשות לגליזציה ו למוטט את שלטון ה חמאס .	0.0
הנחתי את משרד ה בריאות לחלק מריחואנה חינם ל כולם .	0.0
ה לוואי ש באמת היה אפשא לייצר גראס מ דשא	0.0
טוגדר חברת ה קנאביס ה רפואי מזנקת היום בכ . לאחר דיווח על שת פ ל שיווק קנאביס ב ברזיל . ה שוק ה ברזילאי עצום ו גדול פי מ ה שוק ב ה ישראל ו יש ב היא מיליון משתמשים ב קנאביס רפואי , אומר נסים ברכה המנכ לשלא לדבר , על רבים מ שאר מיליון ה ברזילאים מעשנים קנאביס לא רפואי pic.twitter.com cuiY UBXb	0.0
יצא אח ! לכבוד יום ה קנאביס ה בינלאומי ש חל היום . מציע ח כ עידן רול ל חברי הכנסת ו ה ממשלה לתמוך ב הצעת חוק ל ה לגליזציה של קנאביס , זאת בין ה שאר כ פתרון ל ה משבר ה כלכלי ש נגרם עקב מגפת ה קורונה . ל ה סרטון ה מלא	0.0
ה משטרה פשטה על ה חוף כדי ללכוד גולשים ש הפרו את ה סגר ו ש היו עלולים לגרום ל הדבקה המונית של ה דגים ב ה ים . לא חבל על כל כוח ה אדם ה זה ? ב ה זמן ה זה הם יכלו לפשוט על בתים של משתמשי קנאביס תמימים pic.twitter.com ncOWEeHWFn	0.0
שאלה רצינית האם לפחות דבר אחד טוב יצא מ ה ממשלת שמאל ה זאת ? שאמיר אוחנה יהיה שר ה משטרה האם תיפסק סוף סוף ה רדיפה ה מוגזמת אחרי צרכני קנביס ו ניצול משאבי ה משטרה ל ה משימה ה מיותרת ו לא מועילה ה זאת ?	0.0
לא נשכח ו לא נסלח לגליזציה pic.twitter.com iC Afkj Ky	0.0
ב ה דיונים מ אתמול על אילת שאלו את אני על ה אפשרות להקים קזינו ב ה עיר , אבל עצם ה דיון ה זה שגוי . אם אנחנו מעוניינים ב בתי קזינו ב ישראל , צריכה להיות ה אפשרות להקים את הם ב כל מקום ש ב הוא ה יזמים ירצו , לאו דווקא ב עיר כ ה זו או אחרת . כך גם לגבי לגליזציה . הגבלת ה קזינו ל אילת איננה שונה מ סובסידיות .	0.0
מ ה יתרונות של לגליזציה ירידה ב מחירי ה וויד , הריסת ה שוק ה שחור של ה מריחואנה ב ה ארץ ו חיזוק ה כלכלה . מ ה חסרונות של לגליזציה אין	0.0
גם ה ליכוד ו גם כחול לבן פיזרו הבטחות ב ה חירות בנוגע ל קנביס ו מ כל ה שרים ש הם יכלו להמציא אין שר לגילזציה או אפילו ועדת קנביס ו לא בדקתי אבל מוכנה להתערב ש זה לא ב קווי ה יסוד	0.0
ל ה יצמן , עכשיו זה ה זמן להקציב ל כל ישראלי מריחואנה . כ נס מ סיבת עיתונאים pic.twitter.com ijGYjNlmoi	0.0
ח כ מירב כהן , תומכת לגליזציה , תהיה ה שרה ל שוויון חברתי . מ משלהירוקה	0.0
רק לגליזציה תפסיק את ה טירוף ה זה ראש ה ממשלה ה שר אמיר אוחנה תראו את ה שירשור ה זה twitter.com akibigman status	0.0
אפריה , ענקית קנאביס קנדית נוספת , תחל לשווק בקרוב את מוצריה ב ישראל , זאת לאחר ש חתמה על הסכם שיתוף פעולה בלעדי עם חברת ה קנאביס ה ישראלית קנדוק ב ראשות רה מ לשעבר אהוד ב רק . עוד פרטים	0.0
